The Tel Aviv Gillette Marathon is a multi-course event allowing both professional and hobbyist runners to take part.	The Tel Aviv Gillette Marathon is a multi-course event for professional and hobbyist participants.	Tel Aviv Gillette Marathon is a multi-course event allowing both professionals and hobbyists.	Tel Aviv Gillette Marathon, a multi-course event allowing both professional and hobbyist to partake.	The Tel Aviv Gillette Marathon is a multi-course event allowing both professional and hobbyist runners to race.	Tel Aviv Gillette Marathon is a multi-course event allowing both professional, hobbyist runners to take part.	http://en.wikipedia.org/wiki/Tel_Aviv_Marathon
In contrast, the dimeric form of M2-PK is characterized by a low affinity to phosphoenolpyruvate and is nearly inactive at physiological PEP concentrations.	The dimeric form of M2-PK is characterized by a low affinity to phosphoenolpyruvate and is nearly inactive at physiological PEP concentrations.	Dimeric M2-PK, however, has a low affinity for phosphoenolpyruvate and is nearly inactive at physiological PEP concentrations.	Dimeric form of M2-PK has low affinity to phosphoenolpyruvate and almost inactive at physiological PEP concentrations.	In contrast, M2-PK’s dimeric form is characterized by a low affinity to phosphoenolpyruvate and is nearly inactive at physiological PEP concentrations.	The dimeric form of M2-PK has a low affinity to phosphoenolpyruvate, nearly inactive at physiological PEP concentrations.	http://en.wikipedia.org/wiki/Tumor_M2-PK
Gregory Jim Rutherford Polanco (born September 14, 1991) is a Dominican professional baseball outfielder.	Gregory Jim Rutherford Polanco (born September 14, 1991) is a Dominican professional baseball outfielder.	Polanco, born September 14, 1991, is a Dominican professional baseball outfielder.	Gregory Jim Rutherford Polanco (born September 14, 1991) is a Dominican professional baseball outfielder.	Gregory Jim Rutherford Polanco (born September 14, 1991) is a Dominican professional baseball outfielder.	Gregory Jim Rutherford Polanco (born September 14, 1991) is a Dominican professional baseball outfielder.	http://en.wikipedia.org/wiki/Gregory_Polanco
In the mid- 1950s, there were a few attempts to revive the full page Sunday comic strip, notably Lance and Johnny Reb and Billy Yank.	In the 1950s, there were trials to revive the full page Sunday comic strip, notably, Lance and Johnny Reb and Billy Yank.	The mid 1950s saw attempts to revive full-page Sunday comics, notably Lance and Johnny Reb and Billy Yank.	In mid-1950s, few attempts tried to revive the full page Sunday comic strip, notably Lance and Johnny Reb and Billy Yank.	In the mid-1950s, there were several attempts to revive the full-page Sunday comic strip, notably Lance and Johnny Reb and Billy Yank.	In the mid 1950s, there were few attempts reviving the full page Sunday comic strip, notably Lance, Johnny Reb and Billy Yank.	http://en.wikipedia.org/wiki/Comic_strip_formats
This is not the case, and this is one of the approximations used in deriving the equation.	This is among the approximations used in deriving the equation.	This is one of the approximations used to derive the equation.	This is one of the approximations used in deriving the equation.	This is not so, and this is one of the approximations used in deriving the equation.	This isn't the case, this is one approximation used in deriving the equation.	http://en.wikipedia.org/wiki/Kirchhoff's_diffraction_formula
These researchers are also seeking to ascertain the relationship of religion to ancient politics more generally, at sites in both Wisconsin and the Cahokia area.	These researchers also aim to ascertain a general relationship between religion and ancient politics at sites in Wisconsin and Cahokia.	In Wisconsin and the Cahokia area, researchers are ascertaining the relationship between religion and ancient politics more generally.	These researchers are also want to ascertain the religion's relationship to ancient politics more generally, in both Wisconsin and the Cahokia area.	These researchers are also looking for the relationship of religion to ancient politics more generally, at both Wisconsin and the Cahokia area sites.	These researchers want to ascertain the relationship of religion to ancient politics generally, at sites in Wisconsin, Cahokia area.	http://en.wikipedia.org/wiki/Timothy_Pauketat
The club was founded in 1895, is currently playing in the Topklasse, the highest tier of football in the Netherlands.	The club is currently playing in the Topklasse, the highest football tier in the Netherlands.	Topklasse is the highest level of Netherlands football, founded in 1895.	The club, started in 1895, is currently playing in the Topklasse, the highest football tier in the Netherlands.	The club, founded in 1895, currently plays in the Topklasse, the highest tier of football in the Netherlands.	The club founded in 1895, is currently playing in Topklasse, the highest football tier in the Netherlands.	http://en.wikipedia.org/wiki/Amsterdamsche_FC
The Steel were the first team from Mexico to play in an American arena/indoor football league, as well as the first team from outside the United States to play in one since the Toronto Phantoms of the Arena Football League (2001-2002).	Steel were the first Mexican team to play in an American arena/indoor football league, and the first non-United States team since Arena Football League's Toronto Phantoms (2001-2002).	Mexico's Steel was the first team from outside the United States to play in an American indoor football league since the Toronto Phantoms played in the Arena Football League in 2001-2002.	Steel were the first Mexican team to play in American arena/indoor football league AFL, the first non-US team to play in one since the Toronto Phantoms of the AFL (2001-2002).	The Steel were the first Mexican team to play in an American arena/indoor football league, and also the first team from outside the United States to play in one since the Toronto Phantoms of the Arena Football League (2001-2002).	The Steel were Mexico's first team playing in an American arena/indoor football league, also the first team from outside the U.S. to play in one since the Toronto Phantoms of the Arena Football League (2001-2002).	http://en.wikipedia.org/wiki/Monterrey_Steel
Laid down on 2 April, 1991, launched on 11 November, 1991 and commissioned on 15 April, 1992.	Laid down on 2 April, 1991, launched on 11 November, 1991 and commissioned on 15 April, 1992.	Laid in 2 April 1991, launched on 11 November 1991 and commissioned on 15 April 1992.	Laid down on 2 April, 1991, launched on 11 November, 1991, commissioned on 15 April, 1992.	Laid on 2 April, 1991, launched on 11 November, 1991 and commissioned on 15 April, 1992.	Laid down on 2 April, 1991, launched on 11 November, 1991 and commissioned on 15 April, 1992.	http://en.wikipedia.org/wiki/H%C3%A4meenmaa_class_minelayer
The requirements were that it could be used for long-range transport, defensive patrolling, reconnaissance, light bombing and torpedo attack.	It could serve for long-range transport, defensive patrolling, reconnaissance, light bombing and torpedo attack.	It was required for long-range transport, defensive patrolling, reconnaissance, light bombing, and torpedo attacks.	It could be used for long-range transport, defensive patrolling, reconnaissance, light bombing and torpedo attack.	Its usage requirements were long-range transport, defensive patrolling, reconnaissance, light bombing and torpedo attack.	The requirements were it could be used for long-range transport, defensive patrolling, reconnaissance, light bombing and torpedo attack.	http://en.wikipedia.org/wiki/Tupolev_ANT-7
Sensory Stimulation Therapy (SS) is an experimental therapy that aims to utilize neural plasticity mechanisms to aid in the recovery of somatosensory system function after stroke or cognitive ageing.	Sensory Stimulation Therapy (SS) is experimental; aiming to use neural plasticity mechanisms to aid somatosensory system recovery and function after stroke or cognitive ageing.	In Sensory Stimulation Therapy (SS), neural plasticity mechanisms are used to aid in recovering somatosensory system function after stroke or cognitive aging.	Sensory Stimulation Therapy (SS), an experimental therapy tries using neural plasticity mechanisms to enhance recovery of somatosensory system function after stroke or cognitive ageing.	Sensory Stimulation Therapy (SS) is an experimental therapy aiming to utilize neural plasticity mechanisms to assist somatosensory system function recovery after strokes or cognitive ageing.	Sensory Stimulation Therapy (SS) is an experimental therapy that aims to utilize neural plasticity mechanisms to aid in the recovery of somatosensory system function after stroke or cognitive ageing.	http://en.wikipedia.org/wiki/Sensory_stimulation_therapy
Galaxy Communications Corp. is run by its founders, Seth A. Redlich and Pedro A. Cordovez.	Galaxy Communications Corp. is run by founders, Seth A. Redlich/Pedro A. Cordovez.	Founders Seth A. Redlich and Pedro A. Cordovez run Galaxy Communications Corp.	Galaxy Communications Corp. is run by founders, Seth A. Redlich and Pedro A. Cordovez.	Galaxy Communications Corp.’s founders, Seth A. Redlich and Pedro A. Cordovez run it.	Galaxy Communications Corp. is run by its founders, Seth A. Redlich and Pedro A. Cordovez.	http://en.wikipedia.org/wiki/ClaroCOM
His father was a member of both the Parlement of Brittany and the Parlement of Paris, and his mother and stepmother were both daughters of members of the Parlement of Paris.	His father was a member of both the Parlement of Brittany and the Parlement of Paris, and his mother and stepmother were both daughters of members of the Parliament of Paris.	His father was a member of the Brittany Parliament and the Paris Parlement, and his mother and stepmother were daughters of members of the Paris Parlement.	His father was a Parlement of Brittany member and the Parlement of Paris, and his mother and stepmother were daughters of members of Paris' parliament.	His father help memberships in the Parliaments of Brittany and Paris, and his mother and stepmother were both daughters of members of the Parliament of Paris.	His father was a member of both the Parlement of Brittany and Paris, and his mother, stepmother were daughters of members of the Parlement of Paris.	http://en.wikipedia.org/wiki/Eustache_de_Refuge
In "The 10 Real Reasons Why Geeks Make Better Lovers", Regina Lynn tried to counter the stereotype that "computer nerds" were too socially inept to have relationships.	"The 10 Reasons Geeks Make Better Lovers", Regina Lynn countered the stereotype that "computer nerds" were too socially inept to have relationships.	Regina Lynn challenged the stereotype that "computer nerds" are socially inept in "The 10 Real Reasons Why Geeks Make Better Lovers".	The 10 Reasons Geeks Make Better Lovers", Regina Lynn tried to counter the stereotype that "computer nerds" were too socially inept to have relationships.	In "The 10 Real Reasons Why Geeks Make Better Lovers," Regina Lynn tried to counter the stereotype that "computer nerds" were too socially inept to have relationships.	In "The 10 Real Reasons Why Geeks Make Better Lovers", Regina Lynn tried countering the stereotype that "computer nerds" were too socially inept to have relationships.	http://en.wikipedia.org/wiki/Regina_Lynn
Poju and his wife Anita have been on ArtReviews "Power 100" list for 2006,2007, & 2008 which assesses the titans of the art world.	Poju and wife, Anita were on ArtReviews "Power 100" list from 2006 to 2008, which assesses art world titans.	Poju and his wife Anita are on the "Power 100" list by Art Reviews for 2006, 2007, and 2008.	Poju and wife, Anita were on ArtReviews "Power 100" list from 2006 to 2008, which assesses the titans of the art world.	Poju and his wife Anita were on Art Review’s "Power 100" list—which assesses art world Titans —in 2006, 2007, and 2008.	Poju and his wife Anita have been on ArtReviews "Power 100" list for 2006, 2007, & 2008, which assesses art world's titans.	http://en.wikipedia.org/wiki/Poju_Zabludowicz
He was then invited by the Japanese consul on behalf of the Houston Chamber of Commerce and the Southern Pacific railroad to teach rice production to local farmers in Texas.	The Japanese consul invited him on behalf of the Houston Chamber of Commerce and Southern Pacific railroad to teach rice production to farmers in Texas.	The Japanese consul invited him to teach rice production to local farmers in Texas on behalf of the Houston Chamber of Commerce and the Southern Pacific railroad.	He was invited by the Japanese consul on behalf of the Houston Chamber of Commerce and Southern Pacific railroad to teach rice production to local farmers in Texas.	The Japanese consul then invited him on behalf of the Houston Chamber of Commerce and the Southern Pacific railroad to teach rice production to local Texas farmers.	He was invited by the Japanese consul on behalf of the Houston Chamber of Commerce, Southern Pacific railroad to teach rice production to local farmers in Texas.	http://en.wikipedia.org/wiki/Seito_Saibara
Licensed to Barnwell, South Carolina, USA, the station was owned by Bullie Broadcasting Corporation.	Licensed to Barnwell, South Carolina, Bullie Broadcasting Corporation owns the station.	Station owner Bullie Broadcasting Corporation is licensed to Barnwell, South Carolina, USA.	Licensed to Barnwell, South Carolina, USA, the station's owner is Bullie Broadcasting Corporation.	Licensed to Barnwell, South Carolina, USA, Bullie Broadcasting Corporation owned the station.	Licensed to Barnwell, South Carolina, USA, Bullie Broadcasting Corporation owned the station.	http://en.wikipedia.org/wiki/WBAW-FM
Due to the fact that the two mountains are almost continuous with each other, people began mistakenly calling Signal Peak, Mica Peak.	The mountains are continuous with each other, people were mistaking Signal for Mica Peak.	Because the two mountains are almost continuous, people mistakenly call Signal Peak Mica Peak.	The mountains are continuous with each other, people were mistaking Signal Peak for Mica Peak.	Because the two mountains are almost contiguous, people began mistakenly calling Signal Peak, Mica Peak.	Because of the two mountains almost continuous with each other, people began mistakenly calling Signal Peak, Mica Peak.	http://en.wikipedia.org/wiki/Mica_Peak_(Washington)
In 1991, during Slovenia's Ten-Day War against the Yugoslav Federal Army, Murska Sobota was bombed from the air, with no casualties or visible damage.	In 1991, during Slovenia's Ten-Day War against Yugoslav Federal Army, they bombed Murska Sobota from the air, without casualties or visible damage.	During Slovenia's Ten-Day War against the Yugoslav Federal Army, Murska Sobota was bombed, but no casualties or visible damage.	In 1991, during Slovenia's Ten-Day War against Yugoslav Federal Army, Murska Sobota was bombed from the air, without casualties or visible damage.	In 1991, during Slovenia's Ten-Day War against the Yugoslav Federal Army, Murska Sobota suffered aerial bombardment, with no casualties or visible damage.	In 1991, during Slovenia's Ten-Day War against the Yugoslav Federal Army, Murska Sobota was bombed from the air, with no casualties or visible damage.	http://en.wikipedia.org/wiki/Murska_Sobota
Since a tremendous amount of power is needed to run data centres, the company has contributed greatly to carbon reduction.	Since a massive power is needed to run data centres, the company has helped to reduce carbon.	Running data centres requires tremendous amounts of power, so the company has contributed greatly to carbon reduction.	Since a massive power is needed to run data centres, the company has contributed greatly to carbon reduction.	Since data centres require significant power to run, the company has contributed greatly to carbon reduction.	Tremendous power is needed to run data centres, the company has contributed greatly to carbon reduction.	http://en.wikipedia.org/wiki/Draft:HostPapa
As the amount of demand is a time dependent quantity so is the demand factor.	The amount of demand is a time dependent quantity as the demand factor.	Demand is time-dependent, as is the demand factor.	The amount of demand is a time dependent quantity as the demand factor.	The amount of demand and the demand factor are time-dependent quantities.	As the amount of demand is a time dependent quantity so is the demand factor.	http://en.wikipedia.org/wiki/Demand_factor
The combined efforts of the SNH and other cultural and historical groups at the time led to Iran having the majority monopoly over the recovery of its own artifacts and discoveries.	SNH combined efforts, other cultural and historical groups then led to Iran's majority monopoly over the recovery of its artifacts and discoveries.	Combined with other cultural and historical groups, the SNH helped Iran recover its artifacts and discoveries.	The combined efforts of SNH, other cultural and historical groups then led to Iran's majority monopoly over the recovery of its artifacts and discoveries.	The combined efforts of the SNH and other cultural and historical groups at the time precipitated Iran’s majority monopoly over recovering its own artefacts and discoveries.	The combined efforts of the SNH, other cultural, historical groups then led Iran having majority monopoly over its own artifacts and discoveries' recovery.	http://en.wikipedia.org/wiki/Society_for_the_National_Heritage_of_Iran
In 2014, he shared a platform with Michael Mosley on "Medicine and War" at the Cheltenham Science Festival.	In 2014, he worked with Michael Mosley on "Medicine and War" at Cheltenham Science Festival.	Michael Mosley shared a platform with him at the 2014 Cheltenham Science Festival.	In 2014, he worked with Michael Mosley on "Medicine and War" at the Cheltenham Science Festival.	In 2014, he shared a platform with Michael Mosley on "Medicine and War" at the Cheltenham Science Festival.	In 2014, he shared a platform with Michael Mosley on "Medicine and War" at the Cheltenham Science Festival.	http://en.wikipedia.org/wiki/Mark_Pallen
First attested in 1137, Velsk regularly suffered from inundations before it was moved to a higher spot in the 16th century.	First attested in 1137, Velsk regularly suffered inundations before moving it to a higher spot in the 16th century.	Before it was moved to a higher spot in the 16th century, Velsk regularly suffered from inundations.	Velsk regularly suffered from inundations before moving it to a higher spot in the 16th century.	First attested in 1137, Velsk was regularly inundated before it was moved to higher ground in the 16th century.	First attested in 1137, Velsk regularly suffered from inundations before it was moved to a higher spot in the 16th century.	http://en.wikipedia.org/wiki/Velsk
This high rate made "A Favorita" achieve the worst telenovela debut in Rede Globo's history.	High rating made "A Favorita" achieve the worst telenovela debut in Rede Globo's history.	This made "A Favorita" the worst telenovela in Rede Globo history.	The high rating made "A Favorita" achieve the worst telenovela debut in Rede Globo's history.	This high rate gave "A Favorita" the worst telenovela debut in Rede Globo's history.	This high rate made "A Favorita" achieve the worst telenovela debut in Rede Globo's history.	http://en.wikipedia.org/wiki/Caminhos_do_Cora%C3%A7%C3%A3o
Upton and Hoffman ignored the "great american quilt revival" trends in quilt making that began in the 1960s.	Upton and Hoffman ignored the "great American quilt revival" trends in quilt making beginning in 1960s.	Upton and Hoffman ignored the 1960s American quilt revival.	Upton and Hoffman ignored the "great american quilt revival" trends in quilt making beginning in the 1960s.	Upton and Hoffman ignored the "great American quilt revival" quiltmaking trends that began in the 1960s.	Upton, Hoffman ignored the "great american quilt revival" trends in quilt making beginning in 1960s.	http://en.wikipedia.org/wiki/Draft:Molly_Upton
District championships and swedish championships are arranged annually in all dance styles, as well as Swedish Championships for danceclubs (teams).	District and Swedish championships line up annually in all dance styles, and Swedish Championships for danceclubs (teams).	District and Swedish championships are annual in all dance styles, as well as championships for dance clubs (teams).	District and Swedish championships are arranged annually in all dance styles, and Swedish for dance clubs (teams).	District and Swedish championships are arranged annually in all dance styles, as are Swedish Championships for dance clubs (teams).	District championships, Swedish championships are arranged annually in all dance styles, and Swedish Championships for dance clubs (teams).	http://en.wikipedia.org/wiki/Swedish_Dancesport_Federation
He studied at Tübingen, Freiburg, Berlin, and Heidelberg, where he earned his medical degree in 1910.	He studied at Tübingen, Freiburg, Berlin, and Heidelberg, where he earned his medical degree in 1910.	He studied at Tübingen, Freiburg, Berlin, and Heidelberg, where he earned his medical degree in 1910.	He studied at Tübingen, Freiburg, Berlin, and Heidelberg, earning his medical degree in 1910.	He studied at Tübingen, Freiburg, Berlin, and Heidelberg, where he earned his medical degree in 1910.	He studied at Tübingen, Freiburg, Berlin, and Heidelberg, where he earned his medical degree in 1910.	http://en.wikipedia.org/wiki/Viktor_von_Weizs%C3%A4cker
The term historical Jesus refers to scholarly reconstructions of the life of Jesus of Nazareth.	Historically, Jesus means scholarly reconstructions of Jesus of Nazareth's life.	Historical Jesus refers to reconstructions of Jesus of Nazareth's life.	Historical Jesus points at scholarly reconstructions of Jesus of Nazareth's life .	The term historical Jesus refers to scholarly reconstructions of Jesus of Nazareth’s life.	The term historical Jesus refers to scholarly reconstructions of Jesus of Nazareth's life.	http://en.wikipedia.org/wiki/User:History2007/page11
In 1652 Sitwell built a furnace at Foxbrooke close to Renishaw, which became the core of the largest ironworks in Derbyshire.	In 1652, Sitwell built a furnace at Foxbrooke close to Renishaw, which became the core of the largest ironworks in Derbyshire.	In 1652, Sitwell built the largest ironworks in Derbyshire at Foxbrook near Renishaw.	In 1652 Sitwell built a furnace at Foxbrooke close to Renishaw, which became the largest ironworks' core in Derbyshire.	In 1652 Sitwell built a furnace at Foxbrooke near Renishaw, which became the core of Derbyshire’s largest ironworks.	In 1652, Sitwell built a furnace at Foxbrooke near Renishaw, becoming the core of Derbyshire's largest ironworks.	http://en.wikipedia.org/wiki/George_Sitwell_(Sheriff)
There were 86 households out of which 31.4% had children under the age of 18 living with them, 58.1% were married couples living together, 5.8% had a female householder with no husband present, and 27.9% were non-families.	31.4% of 86 households had children aged under 18 living with them, 58.1% were married couples living together, 5.8% had a female householder with no husband present, and 27.9% were non-families.	31.4% of 86 households had children under the age of 18, 58.1% were married couples, 5.8% had a female householder without a husband, and 27.9% were not families.	There were 86 households, 31.4% had children below 18 living with them, 58.1% were married couples, 5.8% had a female householder without husband, and 27.9% were non-families.	There were 86 households in which 31.4% included children under 18, 58.1% were married couples living together, 5.8% had a female householder with no husband present, and 27.9% were non-families.	There were 86 households out of which 31.4% had children below 18 living with them, 58.1% were married couples living together, 5.8% had a female householder with no husband, and 27.9% were non-families.	http://en.wikipedia.org/wiki/Rossburg,_Ohio
It was Wiesner's only title of the year and the 1st of his career.	It was Wiesner's only title that year and his career's first.	It was Wiesner's only title of the year and his career's first.	It was Wiesner's lone title of the year and 1st of his career.	It was Wiesner's only title that year and his career’s first.	It was Wiesner's only title of the year and the 1st of his career.	http://en.wikipedia.org/wiki/1987_Athens_Open
The film is quite dated and in poor quality, but it gives vistors a general overveiw of horses and the people who work with them.	The film is obsolete and in poor quality, it gives vistors a general overview of horses and people who work with them.	It's dated and poor quality, but it gives visitors an overview of horses and the people who work with them.	The film is quite dated and in poor quality, it gives visitors a general overview of horses and people who work with them.	The film is quite dated and of poor quality, but it gives visitors an overview of horses and the people who work with them.	The film is outdated, in poor quality, giving visitors a general overview of horses and the people working with them.	http://en.wikipedia.org/wiki/Thou_Shalt_Fly_Without_Wings
In September, 2009, the City of San Antonio transferred 2962 acres of land to the Texas Parks & Wildlife Dept. for inclusion in Government Canyon State Natural area, bringing the total acreage within the reserve to 11,576.	In September 2009, San Antonio transferred 2962 acres of land to Texas Parks & Wildlife Dept. for inclusion in Government Canyon State Natural area, totalling the reserve acreage to 11,576.	In September 2009, the City of San Antonio transferred 2962 acres to the Texas Parks and Wildlife Department for the Government Canyon State Natural Area, making its total area 11,576 acres.	In September, 2009, City of San Antonio transferred 2962 acres of land to Texas Parks & Wildlife Dept. for inclusion in Government Canyon State Natural area, bringing the total acreage within the reserve to 11,576.	In September 2009, the City of San Antonio transferred 2962 acres of land to the Texas Parks & Wildlife Dept. for inclusion in Government Canyon State Natural area, bringing the reserve’s total acreage to 11,576.	In September, 2009, San Antonio transferred 2962 land acres to the Texas Parks & Wildlife Dept. for inclusion in Government Canyon State Natural area, making the reserve's total acreage to 11,576.	http://en.wikipedia.org/wiki/Government_Canyon_State_Natural_Area
