The Tel Aviv Gillette Marathon is a multi-course event allowing both professional and hobbyist runners to take part.	The Tel Aviv Gillette Marathon is a multi-course event allowing both professional and hobbyists to take part.	The Tel Aviv Gillette Marathon is a multi-course event allowing professional and hobbyist runners to take part.	http://en.wikipedia.org/wiki/Tel_Aviv_Marathon
In contrast, the dimeric form of M2-PK is characterized by a low affinity to phosphoenolpyruvate and is nearly inactive at physiological PEP concentrations.	Dimeric form of M2-PK has a low affinity to phosphoenolpyruvate and is nearly inactive at physiological PEP concentrations.	However, the dimeric form of M2-PK is characterized by a low affinity to phosphoenolpyruvate and is nearly inactive at physiological PEP concentrations.	http://en.wikipedia.org/wiki/Tumor_M2-PK
Gregory Jim Rutherford Polanco (born September 14, 1991) is a Dominican professional baseball outfielder.	Gregory Jim Rutherford Polanco (born September 14, 1991) is a Dominican professional baseball outfielder.	Gregory Jim Rutherford Polanco (born September 14, 1991) is a Dominican professional baseball outfielder.	http://en.wikipedia.org/wiki/Gregory_Polanco
In the mid- 1950s, there were a few attempts to revive the full page Sunday comic strip, notably Lance and Johnny Reb and Billy Yank.	In the mid 1950s, few attempts were made to revive the full page Sunday comic strip, notably, Lance and Johnny Reb and Billy Yank.	In the mid- 1950s, there were some attempts to revive the full page Sunday comic strip, notably Lance and Johnny Reb and Billy Yank.	http://en.wikipedia.org/wiki/Comic_strip_formats
This is not the case, and this is one of the approximations used in deriving the equation.	This is one of the approximations used in deriving the equation.	That is not the case, and this is one of the approximations used to derive the equation.	http://en.wikipedia.org/wiki/Kirchhoff's_diffraction_formula
These researchers are also seeking to ascertain the relationship of religion to ancient politics more generally, at sites in both Wisconsin and the Cahokia area.	These researchers also want to ascertain the religion's relationship to ancient politics more generally, in both Wisconsin and the Cahokia area.	Researchers are also seeking to ascertain the relationship of religion and ancient politics more generally, at sites in Wisconsin and the Cahokia area.	http://en.wikipedia.org/wiki/Timothy_Pauketat
The club was founded in 1895, is currently playing in the Topklasse, the highest tier of football in the Netherlands.	The club, started in 1895, is currently playing in the Topklasse, the highest football tier in the Netherlands.	Founded in 1895, the club competes in the Topklasse, the highest tier of football in the Netherlands.	http://en.wikipedia.org/wiki/Amsterdamsche_FC
The Steel were the first team from Mexico to play in an American arena/indoor football league, as well as the first team from outside the United States to play in one since the Toronto Phantoms of the Arena Football League (2001-2002).	Steel were the first Mexican team to play in an American arena/indoor football league, and the first non-United States team to play in one since the Toronto Phantoms of the Arena Football League (2001-2002).	The Steel were the first team from Mexico to play in an American indoor football league, as well as the first team from outside the United States to play since the Toronto Phantoms of the Arena Football League (2001-2002).	http://en.wikipedia.org/wiki/Monterrey_Steel
Laid down on 2 April, 1991, launched on 11 November, 1991 and commissioned on 15 April, 1992.	Laid down on 2 April, 1991, launched on 11 November, 1991 and commissioned on 15 April, 1992.	Laid down on 2 April 1991, launched on 11 November 1991 and commissioned on 15 April 1992.	http://en.wikipedia.org/wiki/H%C3%A4meenmaa_class_minelayer
The requirements were that it could be used for long-range transport, defensive patrolling, reconnaissance, light bombing and torpedo attack.	It could be used for long-range transport, defensive patrolling, reconnaissance, light bombing and torpedo attack.	The requirements were that it could be used for long-range transport, defensive patrolling, reconnaissance, light bombing, and torpedo attacks.	http://en.wikipedia.org/wiki/Tupolev_ANT-7
Sensory Stimulation Therapy (SS) is an experimental therapy that aims to utilize neural plasticity mechanisms to aid in the recovery of somatosensory system function after stroke or cognitive ageing.	Sensory Stimulation Therapy (SS) is experimental; aiming to use neural plasticity mechanisms to aid in the recovery of somatosensory system function after stroke or cognitive ageing.	Sensory Stimulation Therapy (SS) is an experimental therapy aiming to utilize neural plasticity mechanisms to aid in recovering somatosensory system function after stroke or cognitive aging.	http://en.wikipedia.org/wiki/Sensory_stimulation_therapy
Galaxy Communications Corp. is run by its founders, Seth A. Redlich and Pedro A. Cordovez.	Galaxy Communications Corp. is run by founders, Seth A. Redlich and Pedro A. Cordovez.	Galaxy Communications Corp. is run by founders, Seth A. Redlich and Pedro A. Cordovez.	http://en.wikipedia.org/wiki/ClaroCOM
His father was a member of both the Parlement of Brittany and the Parlement of Paris, and his mother and stepmother were both daughters of members of the Parlement of Paris.	His father was a member of the Parlement of Brittany and the Parlement of Paris, and his mother and stepmother were daughters of members of Paris' Parliament.	His father was a member of the Parlement of Brittany and the Parlement of Paris, and his mother and stepmother were daughters of members of the Parlement of Paris.	http://en.wikipedia.org/wiki/Eustache_de_Refuge
In "The 10 Real Reasons Why Geeks Make Better Lovers", Regina Lynn tried to counter the stereotype that "computer nerds" were too socially inept to have relationships.	"The 10 Reasons Geeks Make Better Lovers", Regina Lynn tried to counter the stereotype that "computer nerds" were too socially inept to have relationships.	In "The 10 Real Reasons Why Geeks Make Better Lovers", Regina Lynn tried to counter the stereotype that "computer nerds" were socially inept.	http://en.wikipedia.org/wiki/Regina_Lynn
Poju and his wife Anita have been on ArtReviews "Power 100" list for 2006,2007, & 2008 which assesses the titans of the art world.	Poju and wife, Anita were on ArtReviews "Power 100" list from 2006 to 2008, which assesses the titans of the art world.	Poju and his wife Anita are on ArtReview' "Power 100" list for 2006,2007, & 2008 which assesses the titans of the art world.	http://en.wikipedia.org/wiki/Poju_Zabludowicz
He was then invited by the Japanese consul on behalf of the Houston Chamber of Commerce and the Southern Pacific railroad to teach rice production to local farmers in Texas.	He was invited by the Japanese consul on behalf of the Houston Chamber of Commerce and Southern Pacific railroad to teach rice production to local farmers in Texas.	He was invited by the Japanese consul on behalf of the Houston Chamber of Commerce and the Southern Pacific railroad to teach rice production to local farmers in Texas.	http://en.wikipedia.org/wiki/Seito_Saibara
Licensed to Barnwell, South Carolina, USA, the station was owned by Bullie Broadcasting Corporation.	Licensed to Barnwell, South Carolina, USA, the station's owner is Bullie Broadcasting Corporation.	Licensed to Barnwell, South Carolina, USA, the station owner is Bullie Broadcasting Corporation.	http://en.wikipedia.org/wiki/WBAW-FM
Due to the fact that the two mountains are almost continuous with each other, people began mistakenly calling Signal Peak, Mica Peak.	The mountains are continuous with each other, people were mistaking Signal Peak for Mica Peak.	Because the two mountains are almost continuous with each other, people mistakenly call Signal Peak, Mica Peak.	http://en.wikipedia.org/wiki/Mica_Peak_(Washington)
In 1991, during Slovenia's Ten-Day War against the Yugoslav Federal Army, Murska Sobota was bombed from the air, with no casualties or visible damage.	In 1991, during Slovenia's Ten-Day War against Yugoslav Federal Army, Murska Sobota was bombed from the air, without casualties or visible damage.	In 1991, during Slovenia's Ten-Day War against the Yugoslav Federal Army, Murska Sobota was bombed, with no casualties or visible damage.	http://en.wikipedia.org/wiki/Murska_Sobota
Since a tremendous amount of power is needed to run data centres, the company has contributed greatly to carbon reduction.	Since a massive power is needed to run data centres, the company has contributed greatly to carbon reduction.	As a significant power is needed to run data centres, the company has contributed greatly to carbon reduction.	http://en.wikipedia.org/wiki/Draft:HostPapa
As the amount of demand is a time dependent quantity so is the demand factor.	The amount of demand is a time dependent quantity as the demand factor.	The amount of demand is a time-dependent quantity so is the demand factor.	http://en.wikipedia.org/wiki/Demand_factor
The combined efforts of the SNH and other cultural and historical groups at the time led to Iran having the majority monopoly over the recovery of its own artifacts and discoveries.	The combined efforts of SNH, other cultural and historical groups at the time led to Iran's majority monopoly over the recovery of its artifacts and discoveries.	The combined efforts of the SNH and other cultural and historical groups led to Iran having the majority monopoly over the recovery of its artifacts and discoveries.	http://en.wikipedia.org/wiki/Society_for_the_National_Heritage_of_Iran
In 2014, he shared a platform with Michael Mosley on "Medicine and War" at the Cheltenham Science Festival.	In 2014, he worked with Michael Mosley on "Medicine and War" at the Cheltenham Science Festival.	He shared a platform with Michael Mosley at the Cheltenham Science Festival in 2014.	http://en.wikipedia.org/wiki/Mark_Pallen
First attested in 1137, Velsk regularly suffered from inundations before it was moved to a higher spot in the 16th century.	First attested in 1137, Velsk regularly suffered from inundations before moving it to a higher spot in the 16th century.	Attested in 1137, Velsk regularly suffered from inundations before it was moved to a higher spot in the 16th century.	http://en.wikipedia.org/wiki/Velsk
This high rate made "A Favorita" achieve the worst telenovela debut in Rede Globo's history.	High rating made "A Favorita" achieve the worst telenovela debut in Rede Globo's history.	The high rate made "A Favorita" the worst debut telenovela in Rede Globo history.	http://en.wikipedia.org/wiki/Caminhos_do_Cora%C3%A7%C3%A3o
Upton and Hoffman ignored the "great american quilt revival" trends in quilt making that began in the 1960s.	Upton and Hoffman ignored the "great American quilt revival" trends in quilt making beginning in the 1960s.	Upton and Hoffman ignored the great American quilt revival of the 1960s.	http://en.wikipedia.org/wiki/Draft:Molly_Upton
District championships and swedish championships are arranged annually in all dance styles, as well as Swedish Championships for danceclubs (teams).	District and Swedish championships are arranged annually in all dance styles, and Swedish Championships for danceclubs (teams).	District and Swedish championships are arranged annually in all dance styles, as well as Swedish championships for dance clubs (teams).	http://en.wikipedia.org/wiki/Swedish_Dancesport_Federation
He studied at Tübingen, Freiburg, Berlin, and Heidelberg, where he earned his medical degree in 1910.	He studied at Tübingen, Freiburg, Berlin, and Heidelberg, where he earned his medical degree in 1910.	He studied at Tübingen, Freiburg, Berlin, and Heidelberg, where he earned his medical degree in 1910.	http://en.wikipedia.org/wiki/Viktor_von_Weizs%C3%A4cker
The term historical Jesus refers to scholarly reconstructions of the life of Jesus of Nazareth.	Historically, Jesus refers to scholarly reconstructions of the life of Jesus of Nazareth.	Historical Jesus refers to scholarly reconstructions of Jesus of Nazareth's life.	http://en.wikipedia.org/wiki/User:History2007/page11
In 1652 Sitwell built a furnace at Foxbrooke close to Renishaw, which became the core of the largest ironworks in Derbyshire.	In 1652, Sitwell built a furnace at Foxbrooke close to Renishaw, which became the largest ironworks' core in Derbyshire.	Sitwell built a furnace at Foxbrook near Renishaw, which became the core of the largest ironworks in Derbyshire in 1652.	http://en.wikipedia.org/wiki/George_Sitwell_(Sheriff)
There were 86 households out of which 31.4% had children under the age of 18 living with them, 58.1% were married couples living together, 5.8% had a female householder with no husband present, and 27.9% were non-families.	31.4% of 86 households had children under the age of 18 living with them, 58.1% were married couples living together, 5.8% had a female householder with no husband present, and 27.9% were non-families.	Out of 86 households, 31.4% had children under the age of 18, 58.1% were married couples, 5.8% had a female householder without a husband, and 27.9% were non-families.	http://en.wikipedia.org/wiki/Rossburg,_Ohio
It was Wiesner's only title of the year and the 1st of his career.	It was Wiesner's only title of the year and 1st of his career.	It was Wiesner's only title of the year and his first ever.	http://en.wikipedia.org/wiki/1987_Athens_Open
The film is quite dated and in poor quality, but it gives vistors a general overveiw of horses and the people who work with them.	The film is quite dated and in poor quality, it gives vistors a general overview of horses and people who work with them.	The film is quite dated and poor quality, but it gives visitors an overview of horses and the people who work with them.	http://en.wikipedia.org/wiki/Thou_Shalt_Fly_Without_Wings
In September, 2009, the City of San Antonio transferred 2962 acres of land to the Texas Parks & Wildlife Dept. for inclusion in Government Canyon State Natural area, bringing the total acreage within the reserve to 11,576.	In September 2009, City of San Antonio transferred 2962 acres of land to Texas Parks & Wildlife Dept. for inclusion in Government Canyon State Natural area, bringing the total acreage within the reserve to 11,576.	In September, 2009, the City of San Antonio transferred 2962 acres to the Texas Parks & Wildlife Department for inclusion in the Government Canyon State Natural Area, making the total area of the reserve 11,576.	http://en.wikipedia.org/wiki/Government_Canyon_State_Natural_Area
Two of his sons Miguel Enríquez, and Edgardo Enriquez along with his ex-son in law Juan Bautista van Schouwen (all three leading members of the MIR) were assassinated in the first period of the Pinochet dictatorship.	Two of his sons, Miguel Enríquez and Edgardo Enriquez with his ex-son in law Juan Bautista van Schouwen (all three leading members of the MIR), were assassinated in the first period of the Pinochet dictatorship.	Miguel Enriquez and Edgardo Enriquez, along with his ex-son in law Juan Bautista van Schouwen (all leading members of the MIR), were assassinated in the first period of the Pinochet dictatorship.	http://en.wikipedia.org/wiki/Edgardo_Enr%C3%ADquez
The song features Lee Roy Parnell accompanying on slide guitar, Benmont Tench on piano and Trisha Yearwood providing backing vocals.	The song features Lee Roy Parnell on slide guitar, Benmont Tench on piano and Trisha Yearwood providing backing vocals.	It has Lee Roy Parnell playing slide guitar, Benmont Tench on piano, and Trisha Yearwood providing backing vocals.	http://en.wikipedia.org/wiki/Shut_Up_and_Kiss_Me_(song)
This followed the communal elections that were held on 22 September and will be followed by a federal parliamentary election of the Syrian Democratic Council, the region's highest governing body, initially scheduled for January 2018, but was later postponed.	The communal elections that were held on 22 September and will be followed by a federal parliamentary election of the Syrian Democratic Council, the region's highest governing body, initially scheduled for January 2018, but was postponed.	Communal elections were held on 22 September and a federal parliamentary election of the Syrian Democratic Council, the region's highest governing body, was initially scheduled for January 2018, but it was postponed.	http://en.wikipedia.org/wiki/Northern_Syria_regional_elections,_2017
Thanos' implantation of the memory is what caused Starfox to lose control of his powers, and he agrees to have Moondragon shut them off completely rather than risk hurting more people.	Thanos' implantation of the memory caused Starfox to lose control of his powers, agreeing to have Moondragon shut them off completely rather than risk hurting more people.	Thanos' implantation caused Starfox to lose control of his powers, and he agreed to have Moondragon shut them off completely rather than risk hurting more people.	http://en.wikipedia.org/wiki/Starfox_(comics)
The following is a list of the 530 communes in the department of Isère of France.	The following list of the 530 communes in the department of Isère of France.	Here is a list of the 530 communes in the department of Isère of France.	http://en.wikipedia.org/wiki/Communes_of_the_Is%C3%A8re_department
Topics generally covered are alien abduction, UFO sightings, UFO crashes, crop circles, paranormal experiences, government conspiracy and much more.	Topics generally covered are alien abduction, UFO sightings, UFO crashes, crop circles, paranormal experiences, government conspiracy and more.	Among the topics covered are alien abduction, UFO sightings, UFO crashes, crop circles, paranormal experiences, and government conspiracy.	http://en.wikipedia.org/wiki/International_UFO_Congress
For example, while it does not share the divine mandate of the Catholic Church with how King Henry VIII broke the church "in" England away from Rome, the modern Church "of" England is today portrayed as a perfectly legitimate and a respectable organization.	While it does not share the divine mandate of the Catholic Church with how King Henry VIII broke the church "in" England away from Rome, the modern Church "of" England is today portrayed as a perfectly legitimate and a respectable organization.	While it does not share the divine mandate of the Catholic Church with how King Henry VIII broke the church "in" England away from Rome, the modern Church "of" England is today portrayed as perfectly legitimate and respectable organization.	http://en.wikipedia.org/wiki/Catholic_Corps
The protests were rooted in the election of a new Jefferson County (Jeffco) Public Schools board in November 2013.	The protests were rooted in the election of a new Jefferson County Public Schools board in November 2013.	Protests were rooted in the election of a new Jeffco Public Schools board in November 2013.	http://en.wikipedia.org/wiki/Columbine_High_School_protests
North Southwark and Bermondsey was a Parliamentary Constituency in the House of Commons of the Parliament of the United Kingdom that was created in 1997.	North Southwark and Bermondsey was a Parliamentary Constituency in United Kingdom Parliament's House of Commons that was created in 1997.	In 1997, North Southwark and Bermondsey became a Parliamentary Constituency in the House of Commons.	http://en.wikipedia.org/wiki/North_Southwark_and_Bermondsey_(UK_Parliament_constituency)
The species was first described to the United States National Museum by Professors Jordan and Gilbert in the Big Pigeon River.	Professors Jordan and Gilbert first described the species to the United States National Museum in the Big Pigeon River.	The species was first described to the US National Museum by Professor Jordan and Gilbert in the Big Pigeon River.	http://en.wikipedia.org/wiki/Mountain_madtom
In January 1990, the same Philippines supplier sent a shipment of 100 macaques to Hazleton's Texas Primate Center in Alice, Texas, and another 100 to Hazleton's Reston Unit.	January 1990, the Philippines supplier sent a shipment of 100 macaques to Hazleton's Texas Primate Center in Alice, Texas, and Hazleton's Reston Unit.	The Philippines supplier sent 100 macaques to Hazleton's Texas Primate Center in Alice, Texas, and another 100 to Hazleton's Reston Unit.	http://en.wikipedia.org/wiki/Covance
Marcus Aurelius Olympius Nemesianus, Roman poet thought to have been a native of Carthage and flourished about AD 283.	Marcus Aurelius Olympius Nemesianus, Roman poet thought to have been a native of Carthage and flourished about AD.	Marcus Aurelius Olympius Nemesianus was a Roman poet from Carthage who flourished about 283 AD.	http://en.wikipedia.org/wiki/Marcus_Aurelius_Olympius_Nemesianus
It was last played at Empire Lakes Golf Course in Rancho Cucamonga, California, USA.	Last played at Empire Lakes Golf Course in Rancho Cucamonga, California, USA.	It was last played at Empire Lakes Golf Course in Rancho Cucamonga, California.	http://en.wikipedia.org/wiki/Mark_Christopher_Charity_Classic
Anna elongates her jaws to reveal her reptilian teeth, and she consumes the soldier.	Anna elongates her jaws to reveal her reptilian teeth and consumes the soldier.	Anna elongates her jaws to reveal her reptilian teeth and consumes the soldier.	http://en.wikipedia.org/wiki/Welcome_to_the_War
Some Jefferson County residents thought the teachers were encouraging their pupils to skip class and protest, but according to one of the leaders of the Columbine High School protests, that is untrue.	Some Jefferson County residents thought the teachers were encouraging their pupils to skip class and protest, one of the leaders of the Columbine High School protests confirmed it to be untrue.	Jefferson County residents thought the teachers were encouraging their pupils to skip class and protest, but one of the leaders of the Columbine High School protests says that's untrue.	http://en.wikipedia.org/wiki/Columbine_High_School_protests
It was named after the Presumpscot River where large amounts of the characteristic blue-gray clay are found.	Named after the Presumpscot River where large amounts of the characteristic blue-gray clay are found.	It was named after the Presumpscot River where large amounts of blue-gray clay are found.	http://en.wikipedia.org/wiki/Presumpscot_Formation
The Dhahran airfield continued to serve as the Eastern Provinces commercial and military air hub until the completion, in 1999, of the King Fahd International Airport near Dammam.	The Dhahran airfield served as the Eastern Provinces commercial and military air hub until the completion, in 1999, of the King Fahd International Airport.	The Dhahran airfield served as the Eastern Province's commercial and military air hub until the completion, in 1999, of the King Fahd International Airport near Dammam.	http://en.wikipedia.org/wiki/Dhahran_Airfield
It was produced by London Weekend Television from 1969 to 1970 and spawned numerous sequels with many of the same characters, which ran up to 1991.	It was produced by London Weekend Television from 1969 to 1970 and spawned numerous sequels with same characters, which ran up to 1991.	London Weekend Television produced it from 1969 to 1970, and it spawned numerous sequels with the same characters, which ran up 1991.	http://en.wikipedia.org/wiki/Doctor_in_the_House_(TV_series)
Internal sizing is applied to almost all papers and especially to all those that are machine made, while surface sizing is added for the highest grade bond, ledger, and writing papers.	Internal sizing is applied to almost all papers and especially machine made. Surface sizing is added for the highest grade bond, ledger, and writing papers.	Internal sizing is applied to all machine made papers, and surface sizing is added to bond, ledger, and writing papers of the highest grade.	http://en.wikipedia.org/wiki/Sizing
In a 1962 survey of reporters asking what magazines they cited in their work, "The Reporter" came in fourth place after "Time", "U.S. News & World Report", and "Newsweek", with no other publication coming close.	In a 1962 survey of reporters asking what magazines they cited in their work, "The Reporter" came fourth after "Time", "U.S. News & World Report", and "Newsweek", with no other publication coming close.	A 1962 survey of reporters asked which magazines they cited in their work. "The Reporter" came fourth after "Time", "U.S. News & World Report," and "Newsweek" with no other publication coming close.	http://en.wikipedia.org/wiki/The_Reporter_(magazine)
Baker at the time was the owner of WWBZ in McClellanville and had also recently acquired WNCK in Port Royal.	Baker at the time was the owner of WWBZ in McClellanville and had recently acquired WNCK in Port Royal.	Baker owned WWBZ in McClellanville and also recently acquired WNCK in Port Royal.	http://en.wikipedia.org/wiki/WLXC
Lomas Verdes is a mid-class neighborhood located in the county of Naucalpan de Juárez, in the state of Mexico.	Lomas Verdes is a mid-class neighborhood located in Naucalpan de Juárez county, Mexico.	Mexico's Lomas Verdes is a mid-class neighborhood in the county of Naucalpan de Juárez.	http://en.wikipedia.org/wiki/Lomas_Verdes
It joined the Liberal Union and the minor Middle Class Party, Neutral Party and the Economic League to form the Liberal State Party, the Freedom League.	It joined the Liberal Union and the minor Middle Class Party, Neutral Party and the Economic League to form the Liberal State Party, the Freedom League.	It joined the Liberal Union, Middle Class Party, Neutral Party, and Economic League to form the Liberal State Party, the Freedom League.	http://en.wikipedia.org/wiki/League_of_Free_Liberals
Raul V. Fabella (born 12 April 1949, Bacolod City, Negros Occidental, Philippines), Filipino academic economist and National Scientist of the Philippines.	Raul V. Fabella (born 12 April 1949, Bacolod City, Negros Occidental, Philippines), is a Filipino academic economist and National Scientist.	Raul V. Fabella (born 12 April 1949, Bacolod City, Negros Occidental, Philippines), is an academic economist and National Scientist.	http://en.wikipedia.org/wiki/Raul_V._Fabella
This original guest house was built on a peninsula point on Blue Mountain Lake.	This original guest house was built on a peninsula point on Blue Mountain Lake.	Original guest house built on peninsula of Blue Mountain Lake.	http://en.wikipedia.org/wiki/User:Douglas_Coldwell/Sandboxes/Sandbox_8
As of the census of 2000, there were 33,698 people, 12,600 households, and 8,883 families residing in the town.	Based on census 2000, there were 33,698 people, 12,600 households, and 8,883 families residing in the town.	In the 2000 census, there were 33,698 people, 12,600 households, and 8,883 families residing in the town.	http://en.wikipedia.org/wiki/Braintree_(CDP),_Massachusetts
Pauahi was the eldest daughter of High Chief Pauli Kaoleioku, by his first wife, Alii Keoua-Wahine.	Pauahi was High Chief Pauli Kaoleioku's eldest daughter, by his first wife, Alii Keoua-Wahine.	Pauahi was the eldest daughter of High Chief Pauli Kaoleioku and first wife, Alii Keoua-Wahine.	http://en.wikipedia.org/wiki/Kalanipauahi
In 2001-09 he was Director of the Smithsonian's Cooper-Hewitt, National Design Museum in New York City.	From 2001-09, he was Smithsonian's Cooper-Hewitt's Director, National Design Museum in New York City.	From 2001-09, he was Director of the Smithsonian's Cooper-Hewitt, National Design Museum in NYC.	http://en.wikipedia.org/wiki/Paul_Thompson_(rector)
The episode begins with CJ being summoned to the office of the White House Counsel Oliver Babish, who menacingly questions CJ about the President's MS cover-up, despite the fact she had only been informed the night before.	The episode begins with CJ's summoning to White House Counsel Oliver Babish's office, who menacingly questions CJ about the President's MS cover-up, despite the fact she had only known the night before.	The episode begins with CJ being summoned to the office of White House Counsel Oliver Babish, who menacingly questions her about the President's MS cover-up, despite only being informed the night before.	http://en.wikipedia.org/wiki/The_Fall's_Gonna_Kill_You
The pair must navigate the various passages and floors of the castle to locate and free Blobette.	The pair must navigate the various passages and floors of the castle to locate and free Blobette.	The pair must navigate the passages and floors of the castle to locate and free Blobette.	http://en.wikipedia.org/wiki/A_Boy_and_His_Blob_in_The_Rescue_of_Princess_Blobette
Ever since the atomic bombings of Hiroshima and Nagasaki, there has been legal debate over the action.	Since the atomic bombings of Hiroshima and Nagasaki, there has been legal debate over the action.	Ever since the atomic bombings of Hiroshima and Nagasaki, there's been legal debate over it.	http://en.wikipedia.org/wiki/Ryuichi_Shimoda_v._The_State
In February 1943, the 58th Fighter Group received new Curtiss P-40 Warhawks and took them to North Africa aboard the "USS Ranger".	In February 1943, the 58th Fighter Group received new Curtiss P-40 Warhawks and took them to North Africa aboard the "USS Ranger".	In February 1943, the 58th Fighter Group received new Curtiss P-40 Warhawks and took them to North Africa aboard the "USS Ranger".	http://en.wikipedia.org/wiki/Kenneth_O._Chilstrom
Directed by Paul Lynch, the episode had been written by D.C. Fontana, under the pseudonym of "J. Michael Bingham," with John D.F. Black also credited for his role in devising the plot's origins.	The episode had been written by D.C. Fontana, under the pseudonym of "J. Michael Bingham," with John D.F. Black also credited for his role in devising the plot's origins.	Paul Lynch directed the episode, written by D.C. Fontana, under the pseudonym of "J. Michael Bingham," with John D.F. Black credited for devising the plot.	http://en.wikipedia.org/wiki/The_Naked_Now
A story present in the Brāhmaṇas has Indra slaying an avaricious pig, who has stolen the treasure of the asuras, then giving its carcass to Vishnu, who offers it as a sacrifice to the gods.	A story in the Brāhmaṇas has Indra slaying an avaricious pig, who has stolen the treasure of the asuras, then giving its carcass to Vishnu, who offers it as a sacrifice to the gods.	A story in the Brāhmaṇas has Indra slaying a pig, who stole the treasure of the asuras, then gave the carcass to Vishnu, who sacrificed it to the gods.	http://en.wikipedia.org/wiki/Indian_pig
When Pinto was 10, she started reading a neighbor's copies of "Women's Wear Daily".	Pinto at 10, started reading a neighbor's copies of "Women's Wear Daily".	When Pinto was 10, she read a neighbor's copy of "Women's Wear Daily".	http://en.wikipedia.org/wiki/Maria_Pinto_(fashion_designer)
